Response ID,Date submitted,Last page,Start language,Seed,Date started,Date last action,Gender,Age,Consent,Basket,Cheese,Cloud,Liquid,Nail,Cat,Dog ,Horse,Domestic,Hood,Routine,Symbol,Corridor,Peace,Ladder,Elephant,Dizzy,Poison,Hay,Mathematics,Giraffe,Squirrel,Echo,Bean,Lilac,Mouse,Tiger,Yellow,Orange,Black,Red,Grey,Blue,Brown,White,Beige,Green,Pink,Violet,Turquoise,Interest,Amusement,Pride,Joy,Contentment,Admiration,Love,Relief,Compassion,Purple,Pleasure,Sadness,Guilt,Regret,Shame,Disappointment,Maroon ,Fear,Disgust,Contempt,Hate,Anger,Profession,Native_language,Fluency,Fluency_other,Country_origin,Country_residence
869,2019-11-21 20:24:27,65,en,,2019-11-21 20:04:47,2019-11-21 20:24:27,Female,32,Yes,Case,Toasty,Blue,Ink,Coffin,Kitten,Brown,Mane,Cat,Robin,Xlock,Egypt,Tiles,Lily,Career,Trunk,Spinning,Apple,Bale,Calculator,Tall,Red,Chamber,Bag,Purple,Mikey,Stripes,Sun,Prison,Pepper,Robin,Dove,Sea,Hair,Flower,Cream,Envy,Purple,Blue,Stone,Rate,Arcade,Gay,Happiness,Happy,Jealous,Heart,Disaster,Care,Rain,Pain,Blue,Sin,Sorrow,Guilt,Sorrow,Red,Anxiety,Greed,Hate,Love,Hate,Advocate,English,8 (Fluent),,Uk,Uk
871,2019-11-21 20:38:56,65,en,,2019-11-21 20:28:31,2019-11-21 20:38:56,Female,49,Yes,Fruit,Crackers,Fluffy,Water,Hammer,Mouse,Cat,Saddle,Cook,Wet,Duty,Element,Door,Calm,Rung,Tudk,Spin,Toxic,Straw,Dums,Tall,Nut,Sound,Baked,Smell,Cat,Lion,Lemon,Tangerine,White,White,Dull,Sky,Wood,Snow,Drab,Grass,Flower,Purple,Jewel,Keen,Fun,Joy,Happy,Happy,Love,Heart,Phew,Friend,Broccoli,Smile,Cry,Regret,Sorry,Alas,Sad,Plum,Dread,Bad,Hate,L9ve,Rage,Education,English,8 (Fluent),,Uk,Uk
873,2019-11-21 20:58:09,65,en,,2019-11-21 20:47:57,2019-11-21 20:58:09,Female,55,Yes,Fruit,Milk,Sky,Gas,Finger,Dog,Cat,Cow,Home,Cape,Work,Deaf,Hospital,Love,Roof,Grey,Head,Kill,Feild,School,Horse,Cat,Sound,Baby,Old,Trap,Lion,Sun,Fruit,White,Blue,Blue,Red,Beige,Black,Grey,Blue,Girl,Purple,Blue,Flattered,Laugh,Gay,Frar,Peace,Hero,Hate,Save,Love,Colour,Fun,Crying,Fear,Sad,Embarrassing,Sad,Idiot,Loathing,Fear,Sad,Love,Roar,Retired nurse,English,8 (Fluent),,U K,UK
876,2019-11-21 22:06:36,65,fr,,2019-11-21 21:42:58,2019-11-21 22:06:36,Male,20,Yes,objet,odeur,maladie,boisson,résistance,domestique,ami,confiance,chat,honte,ennui,famille,opportunité,amour,amélioration,poids,fatigue,inattention,animals,logique,espion,timide,durer,nature,jeune dame,joie,force,amusement,calme,haine,passion,vide,ocean,travail,vide,dégout,espérance,amour,intensité,elegance,admirer,joie,succès,souris,souris,intérêt,caos,calme,mère,vieille dame,joie,blanc,erreur,passé,falliment,regret,travail,immobilité,déception,déception,revanche,déception,étudiant de Psychologie,italienne,6,,suisse,suisse
877,2019-11-21 22:12:32,65,en,,2019-11-21 21:54:54,2019-11-21 22:12:32,Female,34,Yes,"Holes, carry, cat","Smell, holes, mouse","Sky, float, soft","Nitrogen, water, terminator","Hair, polish, hammer","Meow, furry, cosy","Woof, bark, play","Neigh, barn, talkiing","Home, cat, cleaning","Red riding hood, car bonnet, hat","Regime, structure, boring","Love, peace, happiness","Long, school, lockers","Love, happiness, content","Tall, high, climb","Grey, large, ears","Spin, vomit, faint","Bad, sick, skull","Straw, horse, barn","Hard, numbers, dizzy","Tall, neck trees","Acorn, fast, small","Mountains, noise, loud","Jack, green, stalk","Purple, flower, calm","Squeak, grey, fast","Roar, stripes, orange","Happy, sun, bright","Fruit, sun, fanta","Hole, hair, dark","Hot, angry, lucky","Clouds, rain, cold","Sky, water, cool","Tan, shoes, leather","Noise, cloud, blank","Cream, warm, boring","Trees, leaves, worms","Elephant, warm, girl","Purple, flower, power","Calm, water, blue","Hobby, relate, satisfaction","Happy, funny, laugh","Gay, happy, lion","Happy, elated, smile","Happy, satisfied, smile","Desire, idolise, hero","Red, heart, warmth","Alleviate, relax, breathe","Charity, family, love","Power, flower, warm","Happy, chocolate, food","Down, frown, upset","Anxiety, conscience, jail","Sad, anxiety, work","Sad, angry, regret","Sad, upset, fail","Red, brown, rugby league","Scared, cold, hide","Gross, angry, scorn","Hate, disgust, detest","Angry, fire, passion","Anxiety, upset, hot",Accountant,Vietnamese,8 (Fluent),,Australia,United Kingdom
878,2019-11-21 23:59:41,65,de,,2019-11-21 23:31:42,2019-11-21 23:59:41,Female,24,Yes,"Strohkorb, Korb bekommen, tragen","Maus, Mausefalle, lecker","fluffig, weiß, weich","Wasser, Regen, durchsichtig","Eisen, Kreuz, rostig","Staubsaugerroboter, flauschig, gemein","süß, Treu, perfekt","Sattel, Wiese, Frisur","gemütlich, Haus, Bett","Hoodie, düster, warm","täglich, Leben, trostlos","Smiley, Stoppschild, Flagge","Flur, langer Gang, steril","Woodstock, Wiesen, glücklich","hoch, Dachboden, Holz","groß, blau, Stoßzähne","verschwommen, leicht, umkippen","Ampulle, Pokemon, Tod","Heuballen, Wiese, Bauernhof","Zahlen, Rechnungen, Grafiken","Ecki, langer Hals, groß","fluffig, Schwanz, Baum","Wiederhallen, Höhle, Jodeln","Käfer, Salat, Kartoffel","violett, Blume, Beeren","Haus, (Tom &) Jerry, Käse","Dschungel, Bäume, Krallen","Gier, Nami, Berry","Orange, Warnweste, Dragonballs","Kleidung, Katze, Seele","Liebe, Herz, Rosen","Maus, Regen, Nebel","Meer, Himmel, betrunken","Scheiße-Smiley, Baum, Holz","Hochzeit, Margerite, Joghurt","Hose, Schuhe, blass","Wiese, Smaragd, Regen","Pink, Rose, Häschen","lila, Veilchen, Blumen","Blau, Meer, Stein","Leidenschaft, Freude, zu wenig","amüsieren, Spaß, etwas ansehen","...und Vorurteil, Krieger, Ehre","Frieden, gemütlich, Entspannung","Gelassenheit, Entspanntheit, nie","anhimmeln, aufsehen, schwach","Glück, Herz, Bett","Stein vom Herzen, schweben, ruhiger","Empathie, Barmherzigkeit, Liebe","violett, lila, Pflaume","One Piece, schlafen, entspannen","Begräbnis, Herz schmerzt, Tränen","Zuweisungen, Gefühle, trostlos","nachtragen, Gewissen, Schwere","rote Wangen, ängstlich, nervös","ich, traurig, Leben","Acker, Braun, Buntstift","zittern, Spinnen, Herzstillstand","Blick, Übelkeit, Flucht","Menschen, Blick, Hass","Verachtung, Wut, Liebe","Hass, Vegeta, verletzt",Student,Deutsch,8 (Fluent),,Österreich,Österreich
879,2019-11-21 23:54:18,65,en,,2019-11-21 23:41:18,2019-11-21 23:54:18,Female,56,Yes,"Wicker, ball, flower","camembert, swiss, sandwich","Puff, stratocumulus, float","flow, sword, drink","pound, break, attach","Meow, claws, purr","Bark, Labrador, friend","Gallop, Beauty, Cavalry","Housebound, apron, animal","Neighborhood, thug, hoodie","Everyday, habit, system","Rune, metaphor, aphorism","Hallway, passageway, walkway","tranquil, sharing, harmony","climb, Jacob, step","India, howdah, trunk","swoon, confused, dean","Ouch, toxic, bad","Straw, ride, fever","Science, knowledge, intellect","Neck, skin, tall","chitter, fur, dash","Reverberation, sound, repeat","pole, chickpea, tofu","Purple, lavender, scent","house, rat, cheese","Lion, pounce, fierce","Sun, egg, yolk","Tomato, fruit, basketball","white, mercy, mamba","Labour, Flag, Blood","Mist, hair, goose","sky, sadness, music","Jim, poop, field","Blameless, pure, angelic","neutral, Belgium, taupe","Leaf, moss, growth","bright, music, girl","Purple, flower, candy","flowing, ocean, jewelry","Intrigue, attention, notice","laugh, enjoy, smile","Fall, ego, satisfaction","Ecstasy, self, moment","full, relaxed, eat","respect, regard, acknowledgement","Sublime, deep, beautiful","release, respite, sigh","Love, care, concern","Lavender, gay, Prince","Feeling, happiness, enjoyment","Sorrow, regret, grief","regret, shame, disgust","Longing, sadness, backwards","Guilt, disgust, fear","Letdown, underwhelmed, flop","5, moron, marooned","Terror, worry, anxiety","Gross, yuck, blargh","Disdain, superciliousness, superiority","rage, racism, violence","rage, violence, disrupt",Political activist,American English,8 (Fluent),,United States of America,United Kingdom
880,2019-11-22 01:06:11,65,en,,2019-11-22 00:52:03,2019-11-22 01:06:11,Female,46,Yes,Shopping straw food,Delicious Switzerland fondue,Sky fluffy rain,"Water. Washing, soap",Hammer picture hook,Allergy black paws,Teeth allergy Cleopatra,Hay head teeth,"Safe, calm, relaxed",Gown hoodie tracksuit,Steps boring steady,Picture meaning writing,"Long, empty work","Calm, nice, relax","Rungs, tall, straight",Trunk grey ears,"Spin, headache, circle",Danger sick bitter,"Horse, grass, sun","Challenge, number, function",Spots patches neck,Nuts red tree,"Sound, bat, noise",Kidney shape legume,Smell old fashioned granny,Small furry squeak,Stripe cat paws,Sun song wedding,Fruit colour lamp,White dark void,Hot chilli burn,Calm boring trendy,Rangers sad calm,Muddy earth clay,Blank canvas sparkle,Boring colourless flavourless,Grass Celtic Ireland,Girlie barbie toys,Flower colour palma,Green blue colour,Engaged enthused money,"Entertaining, fun, seaside",Rainbow flag dancing,Happy overwhelmed positive,"Happy, nice, smiley",Pride impressed achievement,"Warm. Happy, safe",Cameo release thanks,Friends kind safe,Jane old lady,"Nice, fun p, happy",Low cry feeling,"Shame, sad. Hide","Sad, sorry, cry",Hot hide embarrassed,Sad let down,Aubergine five band,Scared dark spider,Sick horrible stomach,Disgust rejection break,"Repulse, angry, red","Red, rage, hot",Professor,English,8 (Fluent),,UK,Uk
883,2019-11-22 13:58:31,65,de,,2019-11-22 13:36:45,2019-11-22 13:58:31,Male,35,Yes,"einkaufen, Picknick, Spaziergang","gelb, Löcher, Alm","Himmel, weiß, Atmosphäre","trinken, Wasser, Öl","heimwerken, Wand, rostig","Fell, schnurren, Pfote","bellen, leine, spazieren","reiten, Mähne, Galopp","Familie, Land, Frau","Regenmantel, kalt, Winter","Arzt, Experte, Vertrauen","Zeichen, Markierung, Kreuz","Wohnung, Haus, Schrank","Krieg, Religion, weiß","Aufstieg, Sprosse, Wand","Rüssel, faltig, grau","Achterbahn, tanzen, Alkohol","Schlange, Biss, Spinne","Bauernhof, Kuh, Schwein","Heft, Taschenrechner, Zahlen","Afrika, Hals, Zunge","Wald, Nuss, braun","Höhle, rufen, Schall","grün, gesund, Gemüse","Milka Kuh, Schokolade, Mädchen","Falle, Käse, klein","gestreift, Raubtier, Fleisch","reich, Einkommen, Arbeit","Zitrone, Südsee, Sonnenuntergang","dunkel, Katze, Tinte","Rose, Lippe, Frau","Nebel, Maus, Schimmel","Himmel, Wasser, betrunken","Nazis, Holz, Hütte","Schnee, Winter, kalt","Elfenbein, Schreibtisch, Notizzettel","Wiese, Gras, Salat","Schleife, kitschig, Kaugummi","malen, Blume, dunkel","Schwimmbecken, Sommer, frisch","mögen, spannend, neugierig","Kabarett, Humor, lachen","erhaben, arrogant, Gewinner","Geschenk, Freunde, feiern","Lebensziel, genießen, ruhig","Vorbild, Star, verehren","Beziehung, Treue, rot","Erfolg, Glück, Wendung","Leid, Not, Fernsehen",keine Ahnung,"Spaß, Freizeit, Party","Tränen, Schmerz, Leere","Buße, Reue, wiedergutmachen","Beichte, Schuld, Gewissen","peinlich, geheim, roter Kopf","traurig, deprimiert, allein","Erde, Sand, Natur","Feigling, zittern, weinen","Aas, tot, verdorben","hassen, bestrafen, böse","intensiv, böse, Feinde","Schlägerei, Angriff, heiß",Student,Deutsch,8 (Fluent),,Österreich,Österreich
884,2019-11-22 17:19:11,65,fr,,2019-11-22 16:34:05,2019-11-22 17:19:11,Female,19,Yes,"pomme, pique nique, montagne",trou gruyère souris,"ciel, blanc, ange","eau, vaisselle, aéroport","mains, vernis, lime","noir, souris, poil","balle, aboiement, intelligent","ferme, équitation, fille","maison,  femme de ménage, animal","pull, racaille, gettho","morning, youtube, soins","pi, phi, omega","mort, prison, sombre","croix, serein, espoir","échelon, malheur, hauteur","trompe, oreille, éléphant","fou, tournis, perdu","toxique, potion, sorcière","paille, ferme, paysan","calcul, géométrie, école","cou, tache, afrique",queue roux arbr,"tunnel, voix, cri","princesse, magique, petit pois","fleurs, jardin violet",fromage queue chat,"orange, rayures, noir","poussin, soleil, oeuf","fruit, chaud, jus","sombre, nuit, âme","feu, rose, fougue",brouillard souris immeuble,ciel océan dauphin,"marron, veste, daim","oure, ange, espoir","pantalon, sobre, naturel","herbe, souris, plante",fleur jardin pétale,"couleur, poulpe, violet",pierre dauphin mer,"argent, impot, riche","balle, clown, cirque","médaille, performance, couronne","sourire, saur","faible, suffisant, enfantin","rouge, fort, à genoux",love coeur rouge,"souffle, soupir, relâché","pitié, aimé, sentiment","fleur, poulpe, malaise","gâteau, sexe, agréable","larme, pleurs, bleu","mal, sentiment, oppressant","passion, oser, manque","malaise, rougir, noir","amour, ami, vie","caca, brun, arbre","noir, araignée, phobie","vomir, boule au ventre, vert","dégoût, homme, noir","rage, colère, énervement","rouge, rage, faché",étudiante,français,8 (Fluent),,suisse,suisse
887,2019-11-22 23:00:08,65,de,,2019-11-22 22:36:52,2019-11-22 23:00:08,Female,57,Yes,"Äpfel, Weide, tragen","gelb, Schafskäse, schmeckt","weiß, Himmel, Streifen","Wasser, trinken, kochen","Finger, Hammer, Bild","miau, Fell, sauber","bellen, fressen, Napf","braun, reiten, Mähne","daheim, Küche, Garten","Pullover, warm, Schutz","gekonnt, schnell, Erfahrung","Zeichen, Bild, Verbindung","Gang, Garderobe, lnag","beruhigend, angenehm, frei","Sprossen, hinauf, hinunter","groß, stark, grau","schlecht, Durst, niedersitzen","Köder, sterben, Schmerzen","Stroh, gelb, Kuh","rechnen, Summe, Integral","langer Hals, mehrfarbig, große Augen","Schwanz, Wald, Kastanien","Hallooooooo, Widerhall, laut","Kidney, rot, grün","anziehend, Sommertyp, schön","grau, Versuche, laufen","gestreift, gefährlich orange","Urlaub, Geschäft, Mode","Mandarine, Orange, Herbstlaub","Trauer, Dunkelheit, schlank","Herz, Wein, Luftballon","Maus, November, farblos","Himmel, Treue, Lieblingsfarbe","Erde, Herbst, Hose","Wolke, sauber, Tischdecke","neutral, Mantel, Tasche","Wiese, Baum, ERbse","angenehm, freundlich, Pasell","lila, schwarz, schön","neue ÖVP, Trinkflasche, schöne Farbe","neugierig, mag ich, Musik","Witz, Unterhaltung, lachen","glüvklich, froh, fertig","Lachen, glücklich, Ziel","glücklich, froh, genug","Achtung, Respekt, Größe","Herz, Vertrauen, Schmetterling","froh, zufrieden, glücklich","traurig, helfen wollen, Drücker","rot, Farbstift, Kaiser","lachen, Spaß, lustig","sterben, hilflos, weinen","schlechtes Gewissen, Fehler, Rechenschaft","Gewissen, tut mir leid, Wiedergutmachen","peinlich, verkriechen, rot","unzufrieden, beklagen, traurig","blass, beige, farblos","Hilfe, furchtsam, allein","grausig, wegschauen, speien","hassen, nicht reden, ignorieren","böse, Verachtung, Gegenteil","laut, schreien, böse",Lehrerin,deutsch,8 (Fluent),,Österreich,Österreich
891,2019-11-23 07:02:15,65,en,,2019-11-23 06:38:46,2019-11-23 07:02:15,Male,35,Yes,Home,Diary,Nature,Water,Building,Animal,Animal,Animal,Home,Clothing,Instruction,Object,Home,Feeling,Building,Animal,Feeling,Food,Grass,Subject,Animal,Animal,Sound,food,Flower/Plant,Animal,Animal,Color,Color,Color,Color,Color,Color,Color,Color,Color,Color,Color,Color,Color,Concern,Feeling,Feeling,Feeling,Feeling,Feeling,Affection,Feeling,Affection,Color,Nature,Feeling,Shame,Shame,Feeling,Shame,Color,Feeling,Feeling,Feeling,Affection,Feeling,Teaching,Igbo,8 (Fluent),,Nigeria,Nigeria
893,2019-11-23 08:06:02,65,en,,2019-11-23 07:47:36,2019-11-23 08:06:02,Female,27,Yes,"Fruits,","Sour, sweet","Beautiful, rain",Slippery,Bodyv,"Scary, omen","Animal, peaceful,","Strength, pet,","Homely, clean, good",Area,Potocol,Recognition,Rest,"Rest, calmness, joy","Tool, success","Big, animal","Tired, sick, exahuasted","Death, deagerous",Confused,"Hard, task","Beautiful, animal,gracious",Scary,"Amusing, noiss","Food,",Colour,"Dirty, scary, disgusting","Dangerous, scary","Bright, happiness, sun","Sweet, fruit, colour","Bleak, pain, colour","Colour, danger, blood","Old, uninteresting, colour","Colour, sea, sky","Dirty,","Colour, angelic, beautiful",Colour,"Colour, produce, beautiful","Beautiful,",Colour,Colour,Love,"Happiness, peace","Ego,","Happiness, pleased, satified","Peaceful, satisfaction","Love, beauty","Pain, happiness, hurt,peace","Calm, peaceful","Pity, forgivessness",Beautiful colout,Satisfaction,"Anger, resentment","Shame, disgust, resentment",Shame,"Regret, anger","Failure, regret","Colour, beautiful",Anger,"Irritable, hatred",Hatred,"Anger, bitterness","Pain, bitterness, regret",Psychologist,Igbo,8 (Fluent),,Nigeria,Nigeria
894,2019-11-23 08:39:33,65,de,,2019-11-23 08:10:20,2019-11-23 08:39:33,Male,55,Yes,transportmittel,maus,trüb,leben,befestigung,sturheit,begleiter,nutztier,gemütlich,vermummung,alltag,macht,langer raum,glück,hinnauf,sozial,unwohl,tod,nahrung tiere,berechnungen,übersicht,nüsse,wiederhall,essbares,blume,käse,kraft,lebensstandart,orange,weltall,stop,alltag,himmel,erde,winter,wie heller Sand,natur,feminin,spektralfarbe,mineral,neugier,spass,ehre,gesellschafter,ausgeglichenheit,aufschauen,zuneigung,entspannung,verbundenheit,farbstoff,spass,schmerz,bürde,helfen,verstecken,fall,erdfarbe,unwohl gefühl,abscheu,ausschluss,abscheu,unmut,Sicherheitsdienst,Deutsch,8 (Fluent),,AT,AT
900,2019-11-23 11:25:53,65,en,,2019-11-23 11:09:59,2019-11-23 11:25:53,Male,28,Yes,Food,Delicious,Grey,Thirst,Hard,Domestic,Friend,Strength,Orange,Grey,Work,Love,Narrow,Orange,Climb,Huge,Sleep,Dangerous,Work,Blue,Tall,Wild,Noise,Food,Flower,Smart,Dangerous,Sun,Nice,Bold,Danger,Silver,Sad,Beauty,Peace,Gray,Peace,Happy,Admiration,Domestic,Satisfied,Orange,Contempt,Love,Satisfied,Love,Sweet,Peace,Love,Admiration,Sweet,Blue,Hate,Sad,Guilt,Sadness,Good,Withdraw,Hate,Disgust,Bad,Red,Teacher,igbo,7,,Nigeria,Nigeria
904,2019-11-23 20:12:30,65,en,,2019-11-23 19:54:36,2019-11-23 20:12:30,Female,54,Yes,case bag carrying,food delicious halloumi,nine fluffy atmosphere,solid gas,varnish hammer correct,dog horse,day rose fish,play races animal,violence help home,riding hoodie warm,drab boring necessary,letter clock meaning,leading doorways indoors,phew quiet lovely,snakes climb work,room animal wrinkled,rascal giddy ill,pen ruin danger,making fever summer,skill difficult clever,animal fun interesting,secret cute annoying,beach repeat sound,counter stalk food,pale scented delicate,rodent pet cute,lily animal stripes,sunny yolk warm,food cheerful happy,dark drama intense,love blood strength,drab anatomy calm,lagoon skies sea,earthy boring dull,riot fog out,dull oatmeal horrible,trees calm nature,bright cheerful bold,colour scent pale,colour blue green,fascination hobby attention,park arcade funny,gay predudice good,happy trancendent intense,happy relaxed cheerful,fan enjoy impressed,heart warmth red,phew better improve,kindness warmth caring,rich colour delicious,gardens fun enjoyment,greif depression low,trip innocense accused,Sinatra no Piaf,shameless regret blush,thwarted sad unrequited,burgundy purple colour,loathing terror scared,ugh nasty nope,despise dislike disgust,crime dislike loathe,rage red fury,Artist,English,8 (Fluent),,England,England
906,2019-11-24 01:08:35,65,de,,2019-11-24 00:48:45,2019-11-24 01:08:35,Female,19,Yes,"flechten,einkaufen,tragen","milch,kuh,frankreich","regen,wetter,dunst","wasser,öl,milch","kopf,befestigen,hammer","schwanz,maus,miau","freund,vierbeiner,treu","sattel,freiheit,western","gemütlich,geborgen,privat","Jacke,kalt,winter","erleichterung,struktur,alltag","zeichen,mathe,abkürzung","flur,jacke,eingang","konsens,respekt,wertschätzung","strickleiter,erreichen,malen","groß,intelligent,sozial","blutzucker,ohnmacht","grün,fläschchen,märchen","duft,gras,stall,sommer","rechnen,zahlen,formeln","flecken,langer Hals,Afrika","baum,flauschig,intelligent",schall,"eintopf,oma,garten","kalt,flieder,ruhig","computer,fell,ohren","löwe,zoo,safari","münze,schein,portemonnaie","fruchtig,warm,süß","dunkel,trauer,elegant","stir,leidenschaft,feuer","glatt,","himmel,ruhe,entspannung","erde,leben,wald","rein,sauber,leer","alt,prüde,erde","natur,ruhe,entspannung,","leicht,zart,blüte","lila,intensiv","wasser,meer,tiefsee","spannend,inhalt,aufmerksamkeit","überraschung,witz,komik","und vorurteil,errungenschaft,selbstvertrauen","glück,genuss,zuneigung","glück,freude,warm","faszination,vorbild,bestreben","geborgenheit,zuneigung,zweisamkeit","aufatmen,loslassen,ankommen","empathie,mitleid",insekt,"spaß,freude","tod,verlust,verarbeitung","scham,anschuldigung,urteil","selbstvorwurf,fehler,",schuld,erwartungen,"gelb,braun,schmutzig","sorge,unsicherheit,furcht","schleim,unhygienisch,geruch",unmoralisch,"abneigung,zorn,nichteinverständnis","verärgerung,enttäuschung",studentin,deutsch,8 (Fluent),,deutschland,österreich
907,2019-11-24 04:34:12,65,en,,2019-11-24 04:17:54,2019-11-24 04:34:12,Male,36,Yes,container,edible,unclear,fluid,sharp,pet,pet,carriage,home made,covering,as usual,significance,passage,restful,climb,huge,tired,harmful,sun,calculation,animal,rodent,sound,crop,olive,rat,ferocious,happiness,fruit,dark,blood,intermediate,sky,dark wood,bright,brown,plant,pale,purple,refreshing,likeness,playful,achievement,happy,satisfied,awe,affection,free,concern,violet,sweet,unhappy,bad,sad,humiliation,loss,brownish,scared,disapproval,disrespect,dislike,fury,Lecturer,Igbo,8 (Fluent),,Nigeria,Nigeria
